prompt_id,prompt_text,domain,source,length_type,difficulty
399b315f-c7d9-4ced-a2e2-0107ef9396c2,Provide a detailed overview of robotics in the context of Zurich. Include: historical milestones; core principles; two case studies; key risks; and a 5-year outlook.,Factual QA,synthetic,long,easy
cdc7f5d2-bb00-4b00-955d-a21c933cb546,Provide a detailed overview of gene editing in the context of Geneva. Include: historical milestones; core principles; two case studies; key risks; and a 5-year outlook.,Factual QA,synthetic,long,medium
e9c1b2d5-2541-4488-8b33-f3eea98dbaa6,Provide a detailed overview of space exploration in the context of Vienna. Include: historical milestones; core principles; two case studies; key risks; and a 5-year outlook.,Factual QA,synthetic,long,hard
cd2cbfff-3ddb-4112-b55a-3c5d758007af,Provide a detailed overview of ocean conservation in the context of Prague. Include: historical milestones; core principles; two case studies; key risks; and a 5-year outlook.,Factual QA,synthetic,long,easy
7fd02116-1161-4777-bdf0-5a8c5ec77018,Provide a detailed overview of nanotechnology in the context of Budapest. Include: historical milestones; core principles; two case studies; key risks; and a 5-year outlook.,Factual QA,synthetic,long,medium
467b3037-ef04-4e19-ae8f-0247075aa490,Provide a detailed overview of hydrogen fuel in the context of Warsaw. Include: historical milestones; core principles; two case studies; key risks; and a 5-year outlook.,Factual QA,synthetic,long,hard
f349ec31-0afc-4883-824a-18e6f446b7a1,Provide a detailed overview of battery technology in the context of Kraków. Include: historical milestones; core principles; two case studies; key risks; and a 5-year outlook.,Factual QA,synthetic,long,easy
b64bad0c-d0b5-4fb2-b8f3-aea6b77b9863,Provide a detailed overview of precision agriculture in the context of Athens. Include: historical milestones; core principles; two case studies; key risks; and a 5-year outlook.,Factual QA,synthetic,long,medium
8e59cdf3-0a44-41a9-b752-6a1e8d776b23,Provide a detailed overview of telemedicine in the context of Thessaloniki. Include: historical milestones; core principles; two case studies; key risks; and a 5-year outlook.,Factual QA,synthetic,long,hard
8071e9a4-fb18-48d6-b95b-f317269014eb,Provide a detailed overview of augmented reality in the context of Brussels. Include: historical milestones; core principles; two case studies; key risks; and a 5-year outlook.,Factual QA,synthetic,long,easy
0f151888-eebe-4b7f-80d5-164467feee7c,Provide a detailed overview of digital identity in the context of Peru. Include: historical milestones; core principles; two case studies; key risks; and a 5-year outlook.,Factual QA,synthetic,long,medium
5193d18f-cdf1-4031-a3df-deb3bc592ee8,Provide a detailed overview of privacy-preserving analytics in the context of Kazakhstan. Include: historical milestones; core principles; two case studies; key risks; and a 5-year outlook.,Factual QA,synthetic,long,hard
090c4747-9c19-4e0b-bf83-36b8ce75d0dc,Provide a detailed overview of renewable energy in the context of Japan. Include: historical milestones; core principles; two case studies; key risks; and a 5-year outlook.,Factual QA,synthetic,long,easy
95107344-45a7-45d9-87a8-181dfbb61364,Provide a detailed overview of climate change in the context of Ghana. Include: historical milestones; core principles; two case studies; key risks; and a 5-year outlook.,Factual QA,synthetic,long,medium
01d0c1db-c634-4d74-af5f-03b64e298764,Provide a detailed overview of quantum computing in the context of Norway. Include: historical milestones; core principles; two case studies; key risks; and a 5-year outlook.,Factual QA,synthetic,long,hard
3d382c3d-838c-4a57-8f04-63dfb1ca24ed,Provide a detailed overview of vaccination in the context of Chile. Include: historical milestones; core principles; two case studies; key risks; and a 5-year outlook.,Factual QA,synthetic,long,easy
94d77ed8-1f57-4a1d-aa81-f77f4339ef59,Provide a detailed overview of artificial intelligence in the context of Vietnam. Include: historical milestones; core principles; two case studies; key risks; and a 5-year outlook.,Factual QA,synthetic,long,medium
a0cd9870-2368-4969-b9f4-2e42da5d373c,Solve: 2 + 2 = ?,Reasoning / Math / Logic,synthetic,short,easy
85316f10-b61a-4ce9-b654-4abf0d6bf6e2,Solve: 3 - 5 = ?,Reasoning / Math / Logic,synthetic,short,medium
393c6290-3aca-444d-a388-a4c340fe9d99,Solve: 4 × 8 = ?,Reasoning / Math / Logic,synthetic,short,hard
f0bc7fe4-30f5-40cb-88c2-8bc50a7bfa5f,Solve: 5 + 11 = ?,Reasoning / Math / Logic,synthetic,short,easy
ca6d617d-a3c4-43f1-8654-4b32493ba17c,Solve: 6 - 14 = ?,Reasoning / Math / Logic,synthetic,short,medium
f633fe99-3f2a-4161-a6b5-9e5a51915055,Solve: 7 × 17 = ?,Reasoning / Math / Logic,synthetic,short,hard
15d78a1f-5fb8-4dd5-a436-f56ebfbd5162,Solve: 8 + 20 = ?,Reasoning / Math / Logic,synthetic,short,easy
dbe22404-daa0-43c7-9d50-08a106e652cd,Solve: 9 - 23 = ?,Reasoning / Math / Logic,synthetic,short,medium
e7ea8655-5754-4698-8272-cf9aa7af2b80,Solve: 10 × 26 = ?,Reasoning / Math / Logic,synthetic,short,hard
bbba8f5f-25ee-4f54-ba99-0bc4bebe5835,Solve: 11 + 29 = ?,Reasoning / Math / Logic,synthetic,short,easy
edbe63f9-63d0-4c78-aff4-e37ed47a1609,Solve: 12 - 32 = ?,Reasoning / Math / Logic,synthetic,short,medium
8e029bef-194a-4f1d-9768-c0fdf9240c14,Solve: 13 × 35 = ?,Reasoning / Math / Logic,synthetic,short,hard
553d7691-5e11-4f68-934f-d0e71461ce62,Solve: 14 + 38 = ?,Reasoning / Math / Logic,synthetic,short,easy
bfb5932c-af77-4645-baf4-fabb0faf61d3,Solve: 15 - 41 = ?,Reasoning / Math / Logic,synthetic,short,medium
4fe4a93b-fb56-4ebb-8d30-3549c6aa9abb,Solve: 16 × 44 = ?,Reasoning / Math / Logic,synthetic,short,hard
ad719460-7410-4a67-8244-31a4a091a201,Solve: 17 + 47 = ?,Reasoning / Math / Logic,synthetic,short,easy
b3c9087a-895d-4b08-81ce-daae89563941,Solve: 18 - 50 = ?,Reasoning / Math / Logic,synthetic,short,medium
74a13484-4afc-4cb5-8467-b5a1b00f10e2,Solve: 19 × 53 = ?,Reasoning / Math / Logic,synthetic,short,hard
e2abf33d-5c92-48fa-87cf-ed189dffe2c5,Solve: 20 + 3 = ?,Reasoning / Math / Logic,synthetic,short,easy
30778e74-8215-4c80-90ac-d9803b72793f,Solve: 21 - 6 = ?,Reasoning / Math / Logic,synthetic,short,medium
d5040e8c-97f4-4aba-8572-68efa31c906c,Solve: 22 × 9 = ?,Reasoning / Math / Logic,synthetic,short,hard
52b73bc5-2018-4035-9ef5-38ec58dba05f,Solve: 23 + 12 = ?,Reasoning / Math / Logic,synthetic,short,easy
81da4c2c-c353-46b9-acdb-349a0a583509,Solve: 24 - 15 = ?,Reasoning / Math / Logic,synthetic,short,medium
02714157-8aae-414e-8c76-2f18d71cd2aa,Solve: 25 × 18 = ?,Reasoning / Math / Logic,synthetic,short,hard
0fd66da5-e032-40af-add9-449c22ef31bb,Solve: 26 + 21 = ?,Reasoning / Math / Logic,synthetic,short,easy
f3fda4da-1df7-432e-892d-3d53ae8e3005,Solve: 27 - 24 = ?,Reasoning / Math / Logic,synthetic,short,medium
a6cb145f-10b4-4213-bac6-dc0b5b3acca1,Solve: 28 × 27 = ?,Reasoning / Math / Logic,synthetic,short,hard
c428ba9b-62f8-4d21-8618-e774a492606c,Solve: 29 + 30 = ?,Reasoning / Math / Logic,synthetic,short,easy
2a4312c0-b434-462b-9a10-82cb55b47498,Solve: 30 - 33 = ?,Reasoning / Math / Logic,synthetic,short,medium
a94ff52c-4e89-460d-b64c-203f26fe3d2c,Solve: 31 × 36 = ?,Reasoning / Math / Logic,synthetic,short,hard
27dda3cf-bfa8-40ce-be8f-8c47a2b8e6b2,Solve: 32 + 39 = ?,Reasoning / Math / Logic,synthetic,short,easy
ee33d783-c8fd-4887-97d3-bed4b1f893b8,Solve: 33 - 42 = ?,Reasoning / Math / Logic,synthetic,short,medium
b45ba20e-1b73-4e40-b95f-3e4f89b0cc5d,Solve: 34 × 45 = ?,Reasoning / Math / Logic,synthetic,short,hard
fa3c1bc1-6c3b-472e-bb4b-5fb6dce58e05,Solve: 35 + 48 = ?,Reasoning / Math / Logic,synthetic,short,easy
cb10a6ac-907c-4f8d-ac8a-0884130ca0f0,Solve: 36 - 51 = ?,Reasoning / Math / Logic,synthetic,short,medium
214a39e4-acea-4017-bf72-6caae1cdcc15,Solve: 37 × 54 = ?,Reasoning / Math / Logic,synthetic,short,hard
799ce001-9ff8-44a7-828b-78c41d334e0a,Solve: 38 + 4 = ?,Reasoning / Math / Logic,synthetic,short,easy
3e5191f3-7efa-44fd-89af-eab45833dd5d,Solve: 39 - 7 = ?,Reasoning / Math / Logic,synthetic,short,medium
92c35283-61ad-46e4-9218-bbed87639685,Solve: 40 × 10 = ?,Reasoning / Math / Logic,synthetic,short,hard
734776d0-0583-4497-9cb4-5377300af28f,Solve: 41 + 13 = ?,Reasoning / Math / Logic,synthetic,short,easy
d37604cc-c7ae-4492-81b5-65c6fee06890,Solve: 42 - 16 = ?,Reasoning / Math / Logic,synthetic,short,medium
6e866fdc-61c7-40b1-9833-93df5ff74fec,Solve: 43 × 19 = ?,Reasoning / Math / Logic,synthetic,short,hard
bcd093f8-af6d-4b4c-aa77-b1eede1a6724,Solve: 44 + 22 = ?,Reasoning / Math / Logic,synthetic,short,easy
2d647a4e-3e33-45d8-8cfe-53d57d80e1d1,Solve: 45 - 25 = ?,Reasoning / Math / Logic,synthetic,short,medium
7922dc8f-18d7-485f-9232-3a70dabcc4c6,Solve: 46 × 28 = ?,Reasoning / Math / Logic,synthetic,short,hard
19ec371f-b3cc-446c-b48b-b066e9119c68,Solve: 47 + 31 = ?,Reasoning / Math / Logic,synthetic,short,easy
71ea92d8-a0ca-48c7-a05d-aa372e8c933b,Solve: 48 - 34 = ?,Reasoning / Math / Logic,synthetic,short,medium
c0c6ac82-581c-4334-8804-3a0d67c124da,Solve: 49 × 37 = ?,Reasoning / Math / Logic,synthetic,short,hard
67ffd3fb-43d1-448f-b1a3-4fa8833c8f95,Solve: 50 + 40 = ?,Reasoning / Math / Logic,synthetic,short,easy
85807fc8-7f2e-4f09-8342-0232dd4b5163,Solve: 2 - 43 = ?,Reasoning / Math / Logic,synthetic,short,medium
b42560e2-a610-4c8c-b1d3-11a5cd610e6a,Solve: 3 × 46 = ?,Reasoning / Math / Logic,synthetic,short,hard
a9f216e2-0de0-4f0e-831d-5086ef39194d,Solve: 4 + 49 = ?,Reasoning / Math / Logic,synthetic,short,easy
7a624bc3-5e9f-4c4d-a876-1f645df2a58c,Solve: 5 - 52 = ?,Reasoning / Math / Logic,synthetic,short,medium
bb849ade-a369-48ee-8cf1-5f61591a6fd7,Solve: 6 × 2 = ?,Reasoning / Math / Logic,synthetic,short,hard
f201783c-2a6f-4cf2-ae16-9286c42017da,Solve: 7 + 5 = ?,Reasoning / Math / Logic,synthetic,short,easy
b923565c-da03-48e2-9caf-a3af2a29d5e4,Solve: 8 - 8 = ?,Reasoning / Math / Logic,synthetic,short,medium
94e41d6f-871b-41df-8db5-f9bd7b05c469,Solve: 9 × 11 = ?,Reasoning / Math / Logic,synthetic,short,hard
e71f0d1f-79b0-412f-a3c7-8140725b16aa,Solve: 10 + 14 = ?,Reasoning / Math / Logic,synthetic,short,easy
39e14448-7d9d-4717-8061-645ae31a2dee,Solve: 11 - 17 = ?,Reasoning / Math / Logic,synthetic,short,medium
99a137ae-48ea-4254-b015-fe605a98e545,Solve: 12 × 20 = ?,Reasoning / Math / Logic,synthetic,short,hard
67fc6b4c-b278-453d-a160-9fa8c300883e,Solve: 13 + 23 = ?,Reasoning / Math / Logic,synthetic,short,easy
1dc09456-5e04-4621-8cc1-7545a0807512,Solve: 14 - 26 = ?,Reasoning / Math / Logic,synthetic,short,medium
33e61b36-e149-4b35-b390-3e30bd870638,Solve: 15 × 29 = ?,Reasoning / Math / Logic,synthetic,short,hard
055ea082-84a0-4332-9bf4-2d800c38f1eb,Solve: 16 + 32 = ?,Reasoning / Math / Logic,synthetic,short,easy
5b3181ae-86c3-4f92-a046-8483176b639c,Solve: 17 - 35 = ?,Reasoning / Math / Logic,synthetic,short,medium
3cf56667-e67a-42a6-847f-bb5672a5feb9,Solve: 18 × 38 = ?,Reasoning / Math / Logic,synthetic,short,hard
d4ecf376-e3e5-41e1-8355-109e6908d866,Solve: 19 + 41 = ?,Reasoning / Math / Logic,synthetic,short,easy
ca8d5604-f3b7-4abc-984a-fe1447493032,Solve: 20 - 44 = ?,Reasoning / Math / Logic,synthetic,short,medium
f01007bc-19d7-44b5-8440-ea7f5bca573d,Solve: 21 × 47 = ?,Reasoning / Math / Logic,synthetic,short,hard
5c1a56ee-2f92-473b-a9e8-63c8aa35a291,Solve: 22 + 50 = ?,Reasoning / Math / Logic,synthetic,short,easy
43eb2f55-5e59-4082-acba-6e9b7ea4b135,Solve: 23 - 53 = ?,Reasoning / Math / Logic,synthetic,short,medium
61590e22-6bb3-4b5f-9d14-d922d60c0e5d,Solve: 24 × 3 = ?,Reasoning / Math / Logic,synthetic,short,hard
57f3bb7f-b8e8-4af6-ac31-9b9b6d9bfd5c,Solve: 25 + 6 = ?,Reasoning / Math / Logic,synthetic,short,easy
1b3134e4-569f-45b6-b738-ddf15f436a10,Solve: 26 - 9 = ?,Reasoning / Math / Logic,synthetic,short,medium
5704e6ae-8d07-4453-ac64-e3f4970179a7,Solve: 27 × 12 = ?,Reasoning / Math / Logic,synthetic,short,hard
5acf55d2-6ce9-48d9-a7c0-e36707c4106d,Solve: 28 + 15 = ?,Reasoning / Math / Logic,synthetic,short,easy
2fd2c885-1c05-49c1-a4aa-05f3f5ac77bb,Solve: 29 - 18 = ?,Reasoning / Math / Logic,synthetic,short,medium
38531cd0-c9a2-494d-8087-b0e31adec818,Solve: 30 × 21 = ?,Reasoning / Math / Logic,synthetic,short,hard
7443ecbe-c7ca-483f-a2e6-b17d142d40be,Solve: 31 + 24 = ?,Reasoning / Math / Logic,synthetic,short,easy
1e52467c-4ebb-46e2-b1a4-da855d54ccda,Solve: 32 - 27 = ?,Reasoning / Math / Logic,synthetic,short,medium
74ffa135-aa15-4158-970b-109427b4e660,Solve: 33 × 30 = ?,Reasoning / Math / Logic,synthetic,short,hard
8f769c1f-02b6-49e2-a342-cf5346a44358,Solve: 34 + 33 = ?,Reasoning / Math / Logic,synthetic,short,easy
4b61b61d-4fd3-46c2-9c67-45330e1c34d6,Solve: 35 - 36 = ?,Reasoning / Math / Logic,synthetic,short,medium
17d46002-f350-4877-bf28-bf802acc936f,Solve: 36 × 39 = ?,Reasoning / Math / Logic,synthetic,short,hard
aa823dde-33e9-4906-bece-213295fd9bdd,Solve: 37 + 42 = ?,Reasoning / Math / Logic,synthetic,short,easy
a1c16e79-fa02-4840-850b-8fabf5125d24,Solve: 38 - 45 = ?,Reasoning / Math / Logic,synthetic,short,medium
09dd3504-174e-4692-9f80-a214cfc0276e,Solve: 39 × 48 = ?,Reasoning / Math / Logic,synthetic,short,hard
6c29ee3c-1503-48ac-849b-017e135b0823,Solve: 40 + 51 = ?,Reasoning / Math / Logic,synthetic,short,easy
6bda89b9-21e5-4f69-853d-abdb66d8c098,Solve: 41 - 54 = ?,Reasoning / Math / Logic,synthetic,short,medium
c1861aae-6d6f-44d3-a256-169374d69c72,Solve: 42 × 4 = ?,Reasoning / Math / Logic,synthetic,short,hard
d2809caa-998f-4b77-add9-1d8b93d5846f,Solve: 43 + 7 = ?,Reasoning / Math / Logic,synthetic,short,easy
86151dbc-28b6-4368-9ebc-52b899a02de2,Solve: 44 - 10 = ?,Reasoning / Math / Logic,synthetic,short,medium
3fe80f83-eb3c-4c40-9eba-08dd092917d8,Solve: 45 × 13 = ?,Reasoning / Math / Logic,synthetic,short,hard
53c25ade-f702-4ea5-92fd-d8e9a6927fa0,Solve: 46 + 16 = ?,Reasoning / Math / Logic,synthetic,short,easy
627684c6-c540-450e-bbef-7f958b09e637,Solve: 47 - 19 = ?,Reasoning / Math / Logic,synthetic,short,medium
977075dd-15ff-465d-855e-366e776f799b,Solve: 48 × 22 = ?,Reasoning / Math / Logic,synthetic,short,hard
a1a36ce7-7a7b-4675-afa9-1f2c1439ac1b,Solve: 49 + 25 = ?,Reasoning / Math / Logic,synthetic,short,easy
89c2ed9d-2020-4d40-80a6-37ff59afbf56,Solve: 50 - 28 = ?,Reasoning / Math / Logic,synthetic,short,medium
afbf1f67-dc3e-44f5-911f-3b9f157d3c61,Solve: 2 × 31 = ?,Reasoning / Math / Logic,synthetic,short,hard
7a0361cb-c063-47fd-9dfb-f57cc3f5f521,Solve: 3 + 34 = ?,Reasoning / Math / Logic,synthetic,short,easy
3d14e7a7-2964-4199-8aac-5ac686ed9892,Solve: 4 - 37 = ?,Reasoning / Math / Logic,synthetic,short,medium
f4e2b95c-ce5a-443d-9f5a-54b9293eaea8,Solve: 5 × 40 = ?,Reasoning / Math / Logic,synthetic,short,hard
f22b28f0-763b-4615-b120-e35372e5c9e2,Solve: 6 + 43 = ?,Reasoning / Math / Logic,synthetic,short,easy
9db96d5a-81d5-4851-9a38-14212da4d459,Solve: 7 - 46 = ?,Reasoning / Math / Logic,synthetic,short,medium
f7d4f02a-7e72-4c74-a5fe-125ceb0eed98,Solve: 8 × 49 = ?,Reasoning / Math / Logic,synthetic,short,hard
cf6bef92-d2d6-4164-bc74-d494fc9f9053,Solve: 9 + 52 = ?,Reasoning / Math / Logic,synthetic,short,easy
5ccb243a-4e36-4d1e-bb37-3467c5ffa553,Solve: 10 - 2 = ?,Reasoning / Math / Logic,synthetic,short,medium
0721e16a-9426-4d2b-b653-00bb1133e0ed,Solve: 11 × 5 = ?,Reasoning / Math / Logic,synthetic,short,hard
200e3a69-b054-4b36-9cba-e8448cfade67,Solve: 12 + 8 = ?,Reasoning / Math / Logic,synthetic,short,easy
ad600c6c-533d-4549-8883-f458141c2ecb,Solve: 13 - 11 = ?,Reasoning / Math / Logic,synthetic,short,medium
5e5278a2-238a-471e-b6e2-208a6190a2d6,Solve: 14 × 14 = ?,Reasoning / Math / Logic,synthetic,short,hard
5fcc39ce-f895-465e-98a0-21fcbf533362,Solve: 15 + 17 = ?,Reasoning / Math / Logic,synthetic,short,easy
19f70f8b-bf22-4635-9462-728328c82cc5,Solve: 16 - 20 = ?,Reasoning / Math / Logic,synthetic,short,medium
84d153f4-0904-441f-b4c5-0a59a57ffb29,Solve: 17 × 23 = ?,Reasoning / Math / Logic,synthetic,short,hard
3077aeca-622a-4cfd-a4a2-1a85bd2b2e31,Solve: 18 + 26 = ?,Reasoning / Math / Logic,synthetic,short,easy
73450b68-2fc7-4c12-87cf-a10f633ea0ca,Solve: 19 - 29 = ?,Reasoning / Math / Logic,synthetic,short,medium
c2b77e42-8edb-48ee-bcbd-910e24116a74,Solve: 20 × 32 = ?,Reasoning / Math / Logic,synthetic,short,hard
c8794bd0-2666-4ed3-8a49-6c940a9b1a85,Solve: 21 + 35 = ?,Reasoning / Math / Logic,synthetic,short,easy
fb1d60e7-47f7-4175-acd7-52dce7417b2e,Solve: 22 - 38 = ?,Reasoning / Math / Logic,synthetic,short,medium
c44f7808-04ec-470e-a9dd-84fc226aa45d,Solve: 23 × 41 = ?,Reasoning / Math / Logic,synthetic,short,hard
b4e7138c-bd30-4f1e-b8c5-8d5e09153a06,Solve: 24 + 44 = ?,Reasoning / Math / Logic,synthetic,short,easy
6278138a-543d-4a1c-b5d8-7d688558c253,Solve: 25 - 47 = ?,Reasoning / Math / Logic,synthetic,short,medium
7ad140b0-8e71-4d9a-b8f5-c9b41c5e63ea,Solve: 26 × 50 = ?,Reasoning / Math / Logic,synthetic,short,hard
7f80ec9d-176c-4e64-a07a-0c5af4ecf373,Solve: 27 + 53 = ?,Reasoning / Math / Logic,synthetic,short,easy
6cf9e7c6-847d-4195-9227-b0967ba28080,Solve: 28 - 3 = ?,Reasoning / Math / Logic,synthetic,short,medium
d77c18a5-b498-4c3e-833e-1ae8031f578d,Solve: 29 × 6 = ?,Reasoning / Math / Logic,synthetic,short,hard
321f96e6-cbd9-46cf-b423-b9d304a23148,Solve: 30 + 9 = ?,Reasoning / Math / Logic,synthetic,short,easy
f8474ae1-ebe5-463f-bc58-98b74cca19a6,Solve: 31 - 12 = ?,Reasoning / Math / Logic,synthetic,short,medium
0ffa2b12-0233-40e3-9f24-dd2338e0e171,Solve: 32 × 15 = ?,Reasoning / Math / Logic,synthetic,short,hard
4f553b88-9d5b-44bf-807e-52890ad946ab,Solve: 33 + 18 = ?,Reasoning / Math / Logic,synthetic,short,easy
ff7ce222-601c-4e2f-9556-013d14ff4021,Solve: 34 - 21 = ?,Reasoning / Math / Logic,synthetic,short,medium
3e64d78f-6231-4c63-bb04-0ea9b35e3a51,Solve: 35 × 24 = ?,Reasoning / Math / Logic,synthetic,short,hard
71a551e7-27b3-42fd-bacf-b5e7621dc521,Solve: 36 + 27 = ?,Reasoning / Math / Logic,synthetic,short,easy
62f2049f-ef8e-4e79-abbf-4e2d4a5d416e,Solve: 37 - 30 = ?,Reasoning / Math / Logic,synthetic,short,medium
4807d08f-a6e5-46cd-adf7-8ec13fa9fe21,Solve: 38 × 33 = ?,Reasoning / Math / Logic,synthetic,short,hard
8a169113-4462-4e33-8d06-7cc182561868,Solve: 39 + 36 = ?,Reasoning / Math / Logic,synthetic,short,easy
49067254-772e-4c15-a5f0-93418cf9201e,Solve: 40 - 39 = ?,Reasoning / Math / Logic,synthetic,short,medium
1737af5a-9c7f-46f1-b7fd-b53b3091b472,Solve: 41 × 42 = ?,Reasoning / Math / Logic,synthetic,short,hard
c9a156d9-4a06-49b6-a4ce-a2ff29363691,Solve: 42 + 45 = ?,Reasoning / Math / Logic,synthetic,short,easy
bedc75be-1f99-41ac-b6c9-0051f5ae3ad6,Solve: 43 - 48 = ?,Reasoning / Math / Logic,synthetic,short,medium
1c5ab660-f7ec-42fe-b109-a83969c581b2,Solve: 44 × 51 = ?,Reasoning / Math / Logic,synthetic,short,hard
d6bf84c7-bf4e-4c55-a960-b7cdfa99f0ab,Solve: 45 + 54 = ?,Reasoning / Math / Logic,synthetic,short,easy
cd6cd6a2-927c-41a8-b79b-f7741124d215,Solve: 46 - 4 = ?,Reasoning / Math / Logic,synthetic,short,medium
f9ac91bd-1728-4f1a-bdce-da482e422a0d,Solve: 47 × 7 = ?,Reasoning / Math / Logic,synthetic,short,hard
965b64fe-de83-4ab7-9bcc-25ba33be42c4,Solve: 48 + 10 = ?,Reasoning / Math / Logic,synthetic,short,easy
a7c9f74a-f77e-4bcb-bba1-d467c8a70741,Solve: 49 - 13 = ?,Reasoning / Math / Logic,synthetic,short,medium
29f04f57-7c00-49bb-bd77-e12cf0aeedb8,Solve: 50 × 16 = ?,Reasoning / Math / Logic,synthetic,short,hard
91defd23-be99-48ba-b2a9-4df31c578efb,Solve: 2 + 19 = ?,Reasoning / Math / Logic,synthetic,short,easy
27bdb9e9-d711-4bf3-883f-5f2732944290,Solve: 3 - 22 = ?,Reasoning / Math / Logic,synthetic,short,medium
d8751975-1716-47bf-aebe-120534545ebe,Solve: 4 × 25 = ?,Reasoning / Math / Logic,synthetic,short,hard
7e8f9946-3d2c-4f35-99ba-73b2c307115b,Solve: 5 + 28 = ?,Reasoning / Math / Logic,synthetic,short,easy
a29a5f7f-e8cd-4538-b418-cfd8c6bfc89c,Solve: 6 - 31 = ?,Reasoning / Math / Logic,synthetic,short,medium
6960eb58-9319-4741-a731-858edaef3340,Solve: 7 × 34 = ?,Reasoning / Math / Logic,synthetic,short,hard
6e0a01cb-f596-417d-a741-e6119dffba92,Solve: 8 + 37 = ?,Reasoning / Math / Logic,synthetic,short,easy
bb5c9c45-dc4d-458f-8f33-22d07d63dbef,Solve: 9 - 40 = ?,Reasoning / Math / Logic,synthetic,short,medium
11f94e2c-0564-4923-b1ce-1ef7285ac582,Solve: 10 × 43 = ?,Reasoning / Math / Logic,synthetic,short,hard
bc3a3713-1c72-4c26-a92d-32c295333bcb,Solve: 11 + 46 = ?,Reasoning / Math / Logic,synthetic,short,easy
6bb5dbcf-1be1-4ed2-86ce-9e50a635ac25,Solve: 12 - 49 = ?,Reasoning / Math / Logic,synthetic,short,medium
ea9d7889-4564-41fa-9312-7d5f4334d859,Solve: 13 × 52 = ?,Reasoning / Math / Logic,synthetic,short,hard
694f2e54-dc42-4c3b-9b8f-033cd5e63826,Solve: 14 + 2 = ?,Reasoning / Math / Logic,synthetic,short,easy
b88a6ae3-8b2b-4efd-a379-1891edae755e,Solve: 15 - 5 = ?,Reasoning / Math / Logic,synthetic,short,medium
122b111b-eeb6-4145-a3e6-fa07b7246104,Solve: 16 × 8 = ?,Reasoning / Math / Logic,synthetic,short,hard
3a055c63-3fa4-45f4-9b7b-157a86025d91,Solve: 17 + 11 = ?,Reasoning / Math / Logic,synthetic,short,easy
c741dbb3-dd48-4125-aefe-787d857e7463,Solve: 18 - 14 = ?,Reasoning / Math / Logic,synthetic,short,medium
4e8ad0e2-2416-4e3e-a2c8-ecae73e79a6e,Solve: 19 × 17 = ?,Reasoning / Math / Logic,synthetic,short,hard
8ffd2ee1-9288-414e-b215-277f138e1e29,Solve: 20 + 20 = ?,Reasoning / Math / Logic,synthetic,short,easy
678b2df5-40d0-4b3d-a771-0232c4887e01,Solve: 21 - 23 = ?,Reasoning / Math / Logic,synthetic,short,medium
71a76900-ace0-49c6-a880-03810a32ce03,"Two cyclists start 150 km apart and ride toward each other. Cyclist A rides at 40 km/h, and Cyclist B rides at 40 km/h starting 0 minutes later. When do they meet? Show steps.",Reasoning / Math / Logic,synthetic,medium,easy
6fc5934f-8406-41b8-945c-3458953dffff,"Two cyclists start 157 km apart and ride toward each other. Cyclist A rides at 45 km/h, and Cyclist B rides at 47 km/h starting 15 minutes later. When do they meet? Show steps.",Reasoning / Math / Logic,synthetic,medium,medium
9482b70d-ad93-4948-871f-a910bfeeda63,"Two cyclists start 164 km apart and ride toward each other. Cyclist A rides at 50 km/h, and Cyclist B rides at 54 km/h starting 30 minutes later. When do they meet? Show steps.",Reasoning / Math / Logic,synthetic,medium,hard
3c537e5d-dd51-4f99-902a-f944a2999339,"Two cyclists start 171 km apart and ride toward each other. Cyclist A rides at 55 km/h, and Cyclist B rides at 61 km/h starting 0 minutes later. When do they meet? Show steps.",Reasoning / Math / Logic,synthetic,medium,easy
63e678d5-3275-41a2-8694-d834da520d9d,"Two cyclists start 178 km apart and ride toward each other. Cyclist A rides at 60 km/h, and Cyclist B rides at 68 km/h starting 15 minutes later. When do they meet? Show steps.",Reasoning / Math / Logic,synthetic,medium,medium
6642d42d-7862-43c5-8df1-ec034c7d38ae,"Two cyclists start 185 km apart and ride toward each other. Cyclist A rides at 65 km/h, and Cyclist B rides at 75 km/h starting 30 minutes later. When do they meet? Show steps.",Reasoning / Math / Logic,synthetic,medium,hard
73f240dd-a5e5-4816-bbb9-41112b2144a3,"Two cyclists start 192 km apart and ride toward each other. Cyclist A rides at 70 km/h, and Cyclist B rides at 82 km/h starting 0 minutes later. When do they meet? Show steps.",Reasoning / Math / Logic,synthetic,medium,easy
de6bc37e-278c-433b-8d07-3b18af0a19b6,"Two cyclists start 199 km apart and ride toward each other. Cyclist A rides at 75 km/h, and Cyclist B rides at 89 km/h starting 15 minutes later. When do they meet? Show steps.",Reasoning / Math / Logic,synthetic,medium,medium
b148013d-127b-4acd-842f-fc3c8ca7dae6,"Two cyclists start 206 km apart and ride toward each other. Cyclist A rides at 80 km/h, and Cyclist B rides at 96 km/h starting 30 minutes later. When do they meet? Show steps.",Reasoning / Math / Logic,synthetic,medium,hard
6b94af30-188e-4487-8833-a9b5d5b474b0,"Two cyclists start 213 km apart and ride toward each other. Cyclist A rides at 85 km/h, and Cyclist B rides at 43 km/h starting 0 minutes later. When do they meet? Show steps.",Reasoning / Math / Logic,synthetic,medium,easy
